txn_id,hour,amount,merchant,merchant_risk,country,is_foreign,account_number,is_suspicious
T00419,18,1059.16,GiftCardHub,0.85,US,0,4444000060905105,1
T00420,13,63.4,Walmart,0.1,US,0,4901642166801879,0
T00421,10,52.93,CryptoX,0.9,IN,1,4228234319678684,1
T00422,4,131.64,Starbucks,0.1,US,0,4233778378492424,0
T00423,14,120.4,GiftCardHub,0.85,UK,1,4909271023319860,1
T00424,22,74.36,Shell,0.15,UK,1,4800689669913238,0
T00425,12,63.73,Uber,0.2,IN,1,4923337481669244,0
T00426,12,126.71,Starbucks,0.1,US,0,4905104665778572,0
T00427,0,3252.83,Starbucks,0.1,US,0,4147172304085017,1
T00428,11,2576.34,Uber,0.2,NG,1,4915072492542304,1
T00429,2,50.15,Walmart,0.1,US,0,4145005866791574,0
T00430,3,144.32,Walmart,0.1,IN,1,4558587963155026,0
T00431,21,97.68,Amazon,0.1,NG,1,4210714996678673,0
T00432,14,91.85,Apple,0.1,UK,1,4561701385405215,0
T00433,1,1909.9,CryptoX,0.9,RU,1,4224568460638524,1
T00434,20,1993.85,Shell,0.15,US,0,4613074281994608,0
T00435,18,77.21,GiftCardHub,0.85,IN,1,4029343988869569,1
T00436,0,4132.99,SteamGames,0.3,US,0,4402432119594989,1
T00437,5,16.54,Netflix,0.1,US,0,4600879954337039,0
T00438,7,71.91,UnknownIntl,0.95,US,0,4951635867447544,0
T00439,7,1.77,Starbucks,0.1,US,0,4403953260406658,0
T00440,22,35.47,Netflix,0.1,US,0,4942037460325584,0
T00441,5,58.72,GiftCardHub,0.85,UK,1,4677411830969415,1
T00442,16,26.64,Uber,0.2,US,0,4807197617159191,0
T00443,1,2640.56,Starbucks,0.1,IN,1,4159488960050089,1
T00444,2,20.32,Walmart,0.1,IN,1,4824552792927394,0
T00445,20,182.11,CryptoX,0.9,RU,1,4780879007694524,1
T00446,7,24.26,Netflix,0.1,IN,1,4143380158184396,0
T00447,22,14.98,Starbucks,0.1,US,0,4867879721981640,0
T00448,5,28.17,Netflix,0.1,US,0,4117216381494956,0
T00449,10,1.1,GiftCardHub,0.85,US,0,4359746385034145,0
T00450,22,33.29,Starbucks,0.1,US,0,4280956186254984,0
T00451,11,5.01,UnknownIntl,0.95,US,0,4054206787745353,0
T00452,23,48.32,CryptoX,0.9,RU,1,4614765947406646,1
T00453,15,97.5,CryptoX,0.9,US,0,4773672895528883,0
T00454,14,183.79,Uber,0.2,US,0,4117913824534816,0
T00455,5,131.83,Walmart,0.1,IN,1,4615915812248521,0
T00456,19,206.37,Walmart,0.1,IN,1,4185773027795615,0
T00457,5,1727.11,Netflix,0.1,NG,1,4213906441252033,1
T00458,21,2572.5,CryptoX,0.9,UK,1,4552761603175521,1
T00459,11,930.03,Starbucks,0.1,US,0,4675781429032417,0
T00460,3,116.25,GiftCardHub,0.85,US,0,4883690845519744,0
T00461,15,85.91,CryptoX,0.9,RU,1,4612632596929248,1
T00462,11,123.34,CryptoX,0.9,US,0,4296560899262939,0
T00463,18,3174.85,Uber,0.2,UK,1,4108880287708818,1
T00464,17,6.47,Walmart,0.1,IN,1,4921443946291867,0
T00465,17,131.89,WireTransferCo,0.8,NG,1,4992655301240653,1
T00466,9,193.93,Uber,0.2,RU,1,4581886036687116,0
T00467,3,141.66,Netflix,0.1,US,0,4910246214004468,0
T00468,1,78.59,Uber,0.2,US,0,4166497101145524,0
T00469,10,162.85,Netflix,0.1,UK,1,4097981376737799,0
T00470,17,57.79,CryptoX,0.9,NG,1,4788593733493240,1
T00471,3,122.83,Netflix,0.1,NG,1,4112819941729986,0
T00472,9,163.16,Walmart,0.1,US,0,4546722084301373,0
T00473,1,11.42,Netflix,0.1,RU,1,4780995482206329,0
T00474,12,121.4,CryptoX,0.9,US,0,4302399717365603,0
T00475,10,45.57,SteamGames,0.3,US,0,4948961343229009,0
T00476,7,187.79,GiftCardHub,0.85,US,0,4820554659050812,0
T00477,6,201.32,CryptoX,0.9,US,0,4834230426554638,0
T00478,1,44.86,GiftCardHub,0.85,IN,1,4878780956144204,1
T00479,5,76.62,WireTransferCo,0.8,US,0,4064883370760861,0
T00480,14,133.88,Uber,0.2,US,0,4568720088302945,0
T00481,21,1901.35,CryptoX,0.9,US,0,4502268911893921,1
T00482,18,27.72,Starbucks,0.1,RU,1,4775580172937423,0
T00483,0,62.53,Walmart,0.1,UK,1,4241303996913455,0
T00484,21,103.4,Uber,0.2,US,0,4864211703324959,0
T00485,15,163.93,Shell,0.15,US,0,4901692310974540,0
T00486,8,31.61,Amazon,0.1,US,0,4477163459392907,0
T00487,14,10.39,CryptoX,0.9,IN,1,4586188635028004,1
T00488,18,137.49,Netflix,0.1,NG,1,4632143483864478,0
T00489,9,123.06,Shell,0.15,UK,1,4721246455569206,0
T00490,8,2.3,SteamGames,0.3,UK,1,4861847539243579,0
T00491,19,42.95,Uber,0.2,US,0,4812093017320333,0
T00492,9,76.3,Amazon,0.1,RU,1,4918751796092782,0
T00493,23,142.37,Uber,0.2,IN,1,4756459450113395,0
T00494,5,146.17,SteamGames,0.3,UK,1,4834199162516085,0
T00495,21,23.35,Apple,0.1,US,0,4400012733684519,0
T00496,13,92.76,Uber,0.2,UK,1,4132610771199832,0
T00497,20,27.7,GiftCardHub,0.85,US,0,4531670012473807,0
T00498,21,3532.66,Uber,0.2,US,0,4385809182532402,1
T00499,4,114.19,CryptoX,0.9,RU,1,4090987932725375,1
T00500,20,2214.04,GiftCardHub,0.85,IN,1,4857027263468851,1
T00501,15,75.64,Starbucks,0.1,US,0,4691842477768634,0
T00502,12,2386.57,CryptoX,0.9,NG,1,4420076709509401,1
T00503,16,109.48,Amazon,0.1,IN,1,4825963557326309,0
T00504,22,117.15,Uber,0.2,US,0,4188047867875090,0
T00505,9,43.76,Walmart,0.1,US,0,4671451651874575,0
T00506,13,230.28,WireTransferCo,0.8,IN,1,4844555322121633,1
T00507,12,1332.71,Uber,0.2,US,0,4826494348726300,0
T00508,3,3589.72,Amazon,0.1,US,0,4868348996576820,1
T00509,19,144.68,WireTransferCo,0.8,US,0,4941386623890702,0
T00510,22,128.57,Amazon,0.1,US,0,4172407296729786,0
T00511,9,123.25,Uber,0.2,US,0,4303965660183668,0
T00512,13,93.71,Netflix,0.1,US,0,4883561161813290,0
T00513,6,55.3,Walmart,0.1,RU,1,4589011091266390,0
T00514,22,50.08,Uber,0.2,IN,1,4372225405143769,0
T00515,0,99.05,Uber,0.2,US,0,4646439115015785,0
T00516,4,3211.63,Shell,0.15,RU,1,4288110292213565,1
T00517,14,47.41,Shell,0.15,US,0,4056386324717972,0
T00518,1,113.98,Walmart,0.1,US,0,4106958068363530,0
T00519,4,34.6,Amazon,0.1,US,0,4302089195405052,0
T00520,11,95.14,UnknownIntl,0.95,US,0,4940921127885429,0
T00521,13,45.0,CryptoX,0.9,RU,1,4149194764535380,1
T00522,5,184.99,UnknownIntl,0.95,US,0,4204081547931668,0
T00523,11,160.09,Netflix,0.1,NG,1,4944110605462341,0
T00524,15,105.78,UnknownIntl,0.95,US,0,4737434123440018,0
T00525,22,65.91,SteamGames,0.3,US,0,4649251925139806,0
T00526,21,130.74,UnknownIntl,0.95,US,0,4745024066100946,0
T00527,15,28.07,UnknownIntl,0.95,US,0,4167367938623012,0
T00528,0,58.24,WireTransferCo,0.8,US,0,4846031569444440,0
T00529,7,52.52,GiftCardHub,0.85,IN,1,4250746662952683,1
T00530,12,89.95,WireTransferCo,0.8,NG,1,4964430989391919,1
T00531,10,57.81,GiftCardHub,0.85,RU,1,4020008763880450,1
T00532,13,153.82,Walmart,0.1,NG,1,4697008609453082,0
T00533,16,96.91,Shell,0.15,UK,1,4409088508967042,0
T00534,14,29.52,Amazon,0.1,US,0,4806046662713115,0
T00535,3,169.18,GiftCardHub,0.85,US,0,4713440581862708,0
T00536,22,180.4,Apple,0.1,IN,1,4812404843032967,0
T00537,8,159.22,CryptoX,0.9,US,0,4959486804272907,0
T00538,14,97.62,CryptoX,0.9,US,0,4942902660041734,0
T00539,14,45.19,Shell,0.15,US,0,4151588741257128,0
T00540,16,73.41,GiftCardHub,0.85,US,0,4572334132138452,0
T00541,23,4.12,Starbucks,0.1,US,0,4676155230476641,0
T00542,16,125.93,Netflix,0.1,IN,1,4308040415613908,0
T00543,9,37.62,CryptoX,0.9,IN,1,4678383267196921,1
T00544,22,30.25,UnknownIntl,0.95,UK,1,4226178206253834,1
T00545,21,64.59,Uber,0.2,UK,1,4799838794468753,0
T00546,16,2.38,Shell,0.15,US,0,4540850466691206,0
T00547,21,57.47,Netflix,0.1,NG,1,4987951080313710,0
T00548,16,824.21,CryptoX,0.9,US,0,4844632235225094,1
T00549,21,116.44,Starbucks,0.1,UK,1,4883108371682027,0
T00550,17,187.79,Apple,0.1,US,0,4632626088993048,0
T00551,7,102.19,Uber,0.2,NG,1,4323852113902140,0
T00552,12,34.36,UnknownIntl,0.95,US,0,4060574295132599,0
T00553,6,177.61,Amazon,0.1,UK,1,4498847008689978,0
T00554,18,1.88,Uber,0.2,IN,1,4505321345727278,0
T00555,5,56.44,Starbucks,0.1,US,0,4424686878849197,0
T00556,8,50.31,Amazon,0.1,NG,1,4525039696855884,0
T00557,1,68.97,UnknownIntl,0.95,US,0,4704103763186686,1
T00558,15,3075.7,Netflix,0.1,UK,1,4247654365809290,1
T00559,16,6.53,Starbucks,0.1,US,0,4103519034431299,0
T00560,6,52.13,SteamGames,0.3,US,0,4597290872447801,0
T00561,3,33.98,GiftCardHub,0.85,US,0,4274524092398783,0
T00562,12,204.81,Amazon,0.1,IN,1,4027815422950192,0
T00563,16,7.17,WireTransferCo,0.8,IN,1,4333753506979023,1
T00564,10,65.44,Shell,0.15,US,0,4600335659349998,0
T00565,6,67.27,Amazon,0.1,US,0,4771697668877121,0
T00566,6,10.84,CryptoX,0.9,US,0,4919585339803688,0
T00567,0,58.04,Walmart,0.1,US,0,4082468042949912,0
T00568,8,6.68,Amazon,0.1,US,0,4507920204045021,0
T00569,13,51.99,Shell,0.15,NG,1,4602167807920466,0
T00570,23,3748.22,Amazon,0.1,US,0,4326323481064172,1
T00571,19,3210.7,Shell,0.15,UK,1,4429434184895299,1
T00572,15,103.47,CryptoX,0.9,US,0,4614433079866042,0
T00573,9,115.17,Apple,0.1,US,0,4976313905462762,0
T00574,0,7.92,UnknownIntl,0.95,IN,1,4443698454093808,1
T00575,9,54.8,WireTransferCo,0.8,US,0,4387142880004009,0
T00576,20,99.8,Uber,0.2,NG,1,4218791014543228,0
T00577,21,53.27,Walmart,0.1,US,0,4845601112886205,0
T00578,20,876.39,WireTransferCo,0.8,RU,1,4653692843866026,1
T00579,11,64.73,GiftCardHub,0.85,IN,1,4321032055197076,1
T00580,6,52.87,Netflix,0.1,US,0,4171582157498678,0
T00581,10,139.81,Netflix,0.1,IN,1,4277168469760024,0
T00582,8,97.29,Uber,0.2,NG,1,4501426534824743,0
T00583,15,52.8,SteamGames,0.3,UK,1,4092292862702455,0
T00584,17,112.23,Apple,0.1,US,0,4020976156868960,0
T00585,18,172.11,WireTransferCo,0.8,US,0,4621039543537353,0
T00586,20,89.03,Apple,0.1,RU,1,4965082300596430,0
T00587,14,23.45,Apple,0.1,US,0,4565391057636123,0
T00588,19,39.42,Amazon,0.1,US,0,4742434771900172,0
T00589,11,3177.59,Starbucks,0.1,RU,1,4070773466461771,1
T00590,7,119.37,Apple,0.1,IN,1,4992538830013278,0
T00591,20,90.85,Amazon,0.1,US,0,4713331882635718,0
T00592,18,44.35,Apple,0.1,UK,1,4087638101019935,0
T00593,12,69.8,WireTransferCo,0.8,UK,1,4397329167631942,1
T00594,15,85.24,SteamGames,0.3,RU,1,4086793686920411,0
T00595,6,75.51,WireTransferCo,0.8,UK,1,4807611056128054,1
T00596,13,115.91,Walmart,0.1,US,0,4665171080032702,0
T00597,0,8.78,Starbucks,0.1,NG,1,4708799031494240,0
T00598,18,101.85,WireTransferCo,0.8,US,0,4674814118067257,0
T00599,23,108.86,Netflix,0.1,US,0,4096546343303895,0
